item_code,item_code_raw,item_name,category,section,severity_guide,check_content,check_purpose,security_threat,reference_note,target,criteria_safe,criteria_vuln,remediation,impact,detail,reference,page_start,page_end,guide_version
M-03,M-03,이동통신망 장비 및 SW 제조사 등과 보안 정책을 마련하여 운영,이동통신,이동통신> 1. 운영 관리,상,일정 수준의 보안 요구 수준 및 운영 계획과 수명주기를 반영하여 보안 정책 운영 여부 점검,"장비 도입 시점부터 SLA나 운영 방법, 개통이나 서비스 적용에 대한 상세 내역을 반영하여 운영 계획과
제품에 대한 수명주기를 반영하고 보안 수준을 유지하기 위함","운영 계획과 수명주기를 반영하지 않고 보안 요구 수준이 낮은 환경으로 서비스 운영 시 잠재적 보안
위협으로 인한 보안 사고 발생 위험이 존재함",-,,,,,,"§ 사용자 장치로부터 코어 네트워크까지의 종단 네트워크 경로에 대한 보안 수준이 유지되도록 네트워크 설계
프로세스의 일부로서 초기에 고려되어 최저 보안 기준을 수립해야 함
§ 장비를 도입하기 위한 네트워크 구축 디자인 시 전체 물리적인 도메인인 단말, 액세스 네트워크, 코어 네트워
크에 걸쳐 보안 수준이 일정 수준으로 유지되도록 서비스 레벨 정의서(Service Level Agreement : SLA)를 작성
해야 함
§ 장비 도입 시 필수적인 보안 항목과 보안 수준을 개선할 수 있는 구현 가능 항목을 포함하여 보안 표준안을 정
의하여야 하며, 개발 주기 동안 최신의 잠재적 위험을 개선할 수 있도록 피해 발생 회피와 피해 최소화를 고려
해야 함
§ 개발이 완료된 후 운영 환경에 적용하기 전에 보안 사전 테스트 및 검증을 통해 설계 시 예측하지 못한 운영상
의 취약점을 식별하고 대응해야 하며 이러한 운영 환경에 대한 위험성 검토 및 보안 개선 활동은 구축이 완료
된 이후에도 주기적으로 계획되고 실행되어야 함
§ 네트워크 접속 시 보안 요구 수준이 낮은 종단 사용자 단말기와 IoT 장비 등은 제3의 서비스 사업자가 사용하
는 API, IoT 운영 및 원격 관리에 대해서 추가적인 자동 보안 관제 장치 기술의 적용을 적극적으로 고려해야 함",,674,674,2026
M-04,M-04,이동통신망 장비 구축과 네트워크 설계 시 보안 내재화를 수행,이동통신,이동통신> 1. 운영 관리,상,보안담당자 지정 및 보안 업무 인력이 개통 운영 참여 여부 점검,"초기 장비 구축 전, 서비스 설계, 장비 선정, 아키텍처 구성, 디자인, 검토 심의 등 기타 모든 사항에 대한
생명 주기 전반에 대하여 초기부터 보안담당자를 지정하고, 지정된 인력이 개통부터 운영까지 참여해야
하며 관련 내용은 주기적으로 정보보호 책임자에게 보고 및 문서화 하여 보안 수준을 높이기 위함","보안담당자를 지정하지 않고, 보안 업무 인력이 개통 운영에 참여하지 않았을 경우 보안 요구 사항이
미흡하거나, 취약한 시스템 설계 등으로 전체적인 보안 수준이 저하되어 보안 사고 발생 위험이 존재함",-,,,,,,"§ 서비스 시작 전 도입 대상 장비가 국제표준의 보안 요건을 준수하는지 서비스 제공자와 사전 검토 및 확인이
필요함
§ 장비 구축 시 보안담당자 입회하에 진행되어야 하며, 담당자는 기존 디바이스 관점의 보안이 아닌 종단 간 보
안(End to End Security)의 관점으로 전 도메인에 대한 영향도를 분석해야 함
§ 기반시설을 위한 네트워크 아키텍처 설계 시 산업용 제어 네트워크, 내부 업무용 네트워크, 인터넷 접근이 가
능한 사용자 네트워크는 각각 분리된 개별 네트워크로 구성하거나 네트워크 슬라이싱 분리를 사용하여 각각
독립적으로 분리하여 구성해야 함
§ 엣지 네트워크에 대한 관리자 계정으로 다수의 접근시도, 다수의 접근 실패, 브로드 캐스팅 통신, 디스커버리
통신 등은 실시간으로 보안담당자에게 통보되고 검토되어야 함
§ 가능하다면 관리 네트워크에 대한 접근, 관리 네트워크 내에서의 작업, 관리 네트워크 내의 시스템 권한 및 활
동에 대한 가시성을 확보하여 이상징후를 탐지할 수 있는 시스템을 구축해야 함
§ 관리 네트워크에 대한 관리자와는 직무 분리가 명확한 보안담당자에 의해 주기적인 보안 검토와 감사를 시행
해야 함
Web Application(웹)
Chapter 10
1. 코드 인젝션·············································································································679
2. SQL 인젝션············································································································693
3. 디렉터리 인덱싱······································································································700
4. 에러 페이지 적용 미흡······························································································703
5. 정보 누출················································································································708
6. 크로스사이트 스크립팅·····························································································711
7. 크로스사이트 요청 위조(CSRF) ················································································715
8. SSRF(Server Side Request Forgery) ···································································719
9. 약한 비밀번호 정책··································································································726
10. 불충분한 인증 절차································································································729
11. 불충분한 권한 검증································································································733
12. 취약한 비밀번호 복구 절차·····················································································739
13. 프로세스 검증 누락································································································739
14. 악성 파일 업로드···································································································744
15. 파일 다운로드········································································································753
16. 불충분한 세션 관리································································································759
17. 데이터 평문 전송···································································································766
18. 쿠키 변조··············································································································769
Web Application(웹)
Chapter 10
19. 관리자 페이지 노출································································································775
20. 자동화 공격···········································································································777
21. 불필요한 Method 악용··························································································779
Web Application(웹) 취약점 분석 · 평가 항목
점검항목
항목
중요도
항목코드
코드 인젝션 (Code Injection)
상
CI
SQL 인젝션 (SQL Injection)
상
SI
디렉터리 인덱싱
상
DI
에러 페이지 적용 미흡
상
EP
정보 누출
상
IL
크로스사이트 스크립트
상
XS
크로스사이트 요청 위조(CSRF)
상
CF
서버사이드 요청 위조(SSRF)
상
SF
약한 비밀번호 정책
상
BF
불충분한 인증 절차
상
IA
불충분한 권한 검증
상
IN
취약한 비밀번호 복구 절차
상
PR
프로세스 검증 누락
상
PV
악성 파일 업로드
상
FU
파일 다운로드
상
FD
불충분한 세션 관리
상
IS
데이터 평문 전송
상
SN
쿠키 변조
상
CC
관리자 페이지 노출
상
AE
자동화 공격
상
AU
불필요한 Method 악용
상
WM",,675,678,2026
WA-01,CI,코드 인젝션 (Code Injection),Web Application(웹),Web Application(웹),상,"웹 애플리케이션 내 다양한 인젝션 공격(LDAP, 운영체제 명령 실행, SSI, XPATH, XML, SSTI 인젝션
등)에 대해 외부 입력값이 쿼리나 명령어로 삽입되어 비인가된 접근이나 코드 실행의 가능 유무 점검","허용되지 않은 코드 및 쿼리 실행을 방지하여 비인가된 접근, 데이터 유출, 시스템 변조, 악성 코드 실행
등의 위협을 차단하여, 데이터 보호와 시스템 안정성을 확보하기 위함","해당 취약점이 존재하는 경우 비인가된 데이터 접근으로 민감 정보가 탈취될 수 있으며, 시스템
명령어나 스크립트가 실행되어 서버 제어나 악성 코드 실행이 가능하고, 데이터 무결성이 훼손되어
정보의 신뢰성이 떨어지며, 서비스 거부 공격(DoS)으로 시스템 가용성이 저하될 수 있음. 따라서 ""|"",
"";"", ""`"", ""<"" 등의 특수 문자에 대한 필터링 구현과 함께 입력값 검증, 화이트리스트 적용 등의 추가적인
보안 조치가 필요함","※ LDAP 인젝션: 입력값이 LDAP(Lightweight Directory Access Protocol) 쿼리에 삽입되어
디렉터리 서비스 데이터에 대한 비인가된 조회, 수정, 삭제를 유발하는 공격
※ 운영체제 명령 실행: 입력값이 시스템 명령어로 실행되어 서버의 운영체제 명령을 비인가로
수행하거나 민감한 시스템 정보를 노출하는 공격
※ SSI 인젝션: 입력값이 서버 사이드 인클루드(Server Side Include) 명령어로 실행되어 웹
애플리케이션 서버에서 비인가된 스크립트 실행이나 파일 접근을 유발하는 공격
※ XPath 인젝션: 입력값이 XPath 쿼리에 삽입되어 XML 데이터의 비인가된 조회, 추가, 삭제를
유발하는 공격
※ XXE 인젝션: 입력값이 XML 문서나 쿼리에 삽입되어 XML 데이터에 대한 비인가된 접근, 외부
엔티티 참조(XML External Entities)를 통한 시스템 정보 유출을 유발하는 공격
※ SSTI 인젝션: 입력값이 서버 사이드 템플릿 엔진에 삽입되어 템플릿 렌더링 과정에서 비인가된 코드
실행이나 서버 내부 데이터 노출을 유발하는 공격
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 방화벽","임의의 입력값에 대하여 철저한 검증이 이루어져, 허용되지 않은 값이 필터링되고 허용된 값만 처리되는 경우",임의의 입력값에 대하여 검증 없이 명령이 실행되는 경우,"화이트리스트 방식으로 쿼리를 허용된 값만 처리하고, 특수 문자에 대해 입력값 검증",일반적인 경우 영향 없음,,,679,692,2026
WA-02,SI,SQL 인젝션 (SQL Injection),Web Application(웹),Web Application(웹),상,웹 애플리케이션 내 입력값이 SQL 쿼리에 삽입되어 비인가된 데이터베이스 접근과 조작 가능 여부 점검,"웹 애플리케이션 내 SQL문으로 해석될 수 있는 입력값 허용을 차단하고 운영 중인 데이터베이스에 대한
비인가된 접근 및 조작을 방지하여, 데이터 무결성과 보안성을 확보하기 위함","해당 취약점이 존재하는 경우, 입력값이 SQL 쿼리에 삽입되어 데이터베이스에 비인가된 접근을
허용하며, 공격자는 민감 데이터의 조회, 수정, 삭제를 포함한 다양한 악의적인 행위가 가능하므로
입력값에 대한 특수문자 필터링을 구현해야함","※ SQL 인젝션: 사용자의 입력값으로 웹 사이트 SQL 쿼리가 완성되는 약점을 이용하여, 입력값을
변조해 비정상적인 SQL 쿼리를 조합하거나 실행하는 공격. 이는 개발자가 의도하지 않은 SQL문을
실행하게 하여 데이터베이스를 비정상적으로 조작하고, 민감한 데이터를 조회, 수정, 삭제할 수 있는
공격
※ SQL 인젝션 공격 관련 코드 검토 필요
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 방화벽",임의로 작성된 SQL 쿼리 입력에 대한 적절한 검증을 통해 비정상적인 쿼리가 실행되지 않도록 하는 경우,임의로 작성된 SQL 쿼리 입력에 대한 검증이 이루어지지 않아 비정상적인 쿼리가 실행되는 경우,"소스코드 내 SQL 쿼리를 입력값으로 받는 함수나 코드를 사용할 경우, 임의의 SQL 쿼리 입력에 대한
검증 로직을 구현하여 서버에 검증되지 않는 SQL 쿼리요청 시 에러 페이지가 아닌 정상 페이지가
반환되도록 필터링 처리하고 웹방화벽에 SQL 인젝션 관련 룰셋을 적용하여 SQL 인젝션 공격을 차단함","웹 서비스에서 사용하고 있는 명령어 및 특수문자가 필터링 되어 장애가 발생 될 수 있어 사전 영향도 및
코드 분석이 필요",,,693,699,2026
WA-03,DI,디렉터리 인덱싱,Web Application(웹),Web Application(웹),상,웹 애플리케이션 서버 내 디렉터리 인덱싱 취약점 존재 여부 점검,"디렉터리 인덱싱 취약점을 제거하여 특정 디렉터리 내 불필요한 파일 정보의 노출 및 비인가자가 민감한
파일에 대한 접근을 차단","해당 취약점이 존재할 경우, 브라우저를 통해 특정 디렉터리 내 파일 리스트가 노출되어 응용 시스템의
구조가 외부에 공개될 수 있으며, 민감한 정보가 포함된 설정 파일 등이 노출될 경우 보안상 심각한
위험을 초래할 수 있음","※ 디렉터리 인덱싱 취약점: 특정 디렉터리의 초기 페이지(index.html, home.html, default.asp 등)
파일이 존재하지 않을 때 디렉터리 목록을 출력하는 취약점",웹 애플리케이션 서버,디렉터리 파일 리스트가 노출되지 않는 경우,디렉터리 파일 리스트가 노출되는 경우,웹 애플리케이션 서버 설정을 변경하여 디렉터리 파일 리스트가 노출되지 않도록 설정,일반적인 경우 영향 없음,,,700,702,2026
WA-04,EP,에러 페이지 적용 미흡,Web Application(웹),Web Application(웹),상,웹 애플리케이션 에러 페이지 내 불필요한 정보 노출 여부 점검,"사용자 정의 에러 페이지를 설정하여 기본 서버 에러 페이지 내 불필요한 정보(서버 버전 정보, 시스템
절대 경로, 스택 트레이스 등)의 제공을 차단하기 위함","에러 페이지 내 서버 및 응용 시스템의 상세한 정보를 포함한 경우, 시스템 구조와 스택 트레이스,
데이터베이스 쿼리 등 민감한 정보를 노출시켜 공격 벡터로 악용할 가능성 존재",※ 소스코드 및 취약점 점검 필요,"웹 애플리케이션 서버, 웹 방화벽",에러 발생 시 자체 정의 에러 페이지를 출력하여 과도한 정보가 노출되지 않는 경우,"에러 발생 시 기본 에러 페이지가 출력되며, 해당 페이지에 불필요한 정보(서버 버전 정보, 시스템 경로, 스택 트레이스 등)가 노출되는 경우",웹 애플리케이션 서버 내 사용자 정의 에러 페이지를 적용함으로써 불필요한 정보 노출을 방지,일반적인 경우 영향 없음,,,703,707,2026
WA-05,IL,정보 누출,Web Application(웹),Web Application(웹),상,"웹 애플리케이션 내 중요 정보(개인정보, 금융 정보 등) 및 불필요한 정보(주석 내 디버깅 정보, 초기
샘플페이지, 백업 파일 등)의 노출 여부 점검","웹 애플리케이션 내 중요 정보(개인정보, 금융 정보 등)에 대해 마스킹 처리를 하고, 서비스 제공 중
불필요한 정보(주석 내 디버깅 정보, 초기 샘플 페이지, 백업 파일 등)를 삭제하여 민감한 정보와 내부
시스템 정보의 노출을 차단하기 위함","웹 애플리케이션 운영 시 중요 정보(개인정보, 금융 정보 등)가 평문으로 노출될 경우, 개인정보 유출,
신원 도용, 피싱 공격 등의 위협이 발생할 수 있으며, 서버나 WAS의 초기 샘플 페이지, 백업 파일, 압축
파일 등이 노출될 경우, 공격자가 시스템 구조를 파악하고 보안 설정 및 접근 제어 정책을 유출하여 2차
공격에 활용할 수 있음","※ 중요 정보: 고유식별정보(주민등록번호), 비밀번호(로그인 비밀번호, 계좌 비밀번호, 공인인증서
비밀번호 등), 신용정보(보안카드번호, 카드번호 등) 등
※ 중요 정보 노출(일회성 노출)이 반드시 필요한 서비스의 경우 본인인증 절차 적용 시 예외 처리
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 애플리케이션 서버","중요 정보가 마스킹 처리되어 있으며, 서비스 운영 및 서버 사이드의 구조를 파악할 수 있는 불필요한 정보가 노출되지 않는 경우","중요 정보가 평문으로 노출되거나, 서비스 운영 및 서버 사이드의 구조를 파악할 수 있는 과도한 정보가 노출되는 경우","중요 정보를 마스킹 처리하고, 샘플 페이지나 불필요한 정보를 제공하는 요소를 삭제하여 과도한 정보
노출을 최소화함으로써 민감 정보와 내부 시스템 구조의 노출을 방지함",일반적인 경우 영향 없음,,,708,710,2026
WA-06,XS,크로스사이트 스크립트,Web Application(웹),Web Application(웹),상,웹 애플리케이션 내 악성 스크립트가 다른 사용자의 브라우저에서 실행되는 취약점 존재 여부 점검,"사용자 입력값에 대한 검증을 실시하여, 사용자 세션 탈취, 악성 코드 삽입 등의 악의적인 스크립트
실행을 차단하기 위함","사용자 입력값에 대한 필터링이 할 경우, 공격자는 사용자 입력값 내 악의적인 스크립트(JavaScript,
VBScript, ActiveX, Flash 등)를 삽입하여 사용자의 쿠키(세션)를 탈취하거나 피싱 사이트로 유도하는
등의 악의적인 공격을 수행할 수 있음","※ 크로스사이트 스크립팅: 악의적인 스크립트를 웹 페이지에 삽입하여 사용자 세션 탈취, 키로깅, 피싱
공격 등을 유발하는 기법으로, 크게 저장형(Stored)과 반사형(Reflected), DOM 기반 공격
방식으로 나뉨
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 방화벽","사용자 입력값에 대해 검증 및 필터링이 이루어져, 악의적인 스크립트가 실행되지 않는 경우","사용자 입력값에 대한 검증 및 필터링이 이루어지지 않으며, HTML 코드가 입력 및 실행되는 경우","특수문자에 대해 필터링 처리와 출력값 인코딩(HTML 엔티티, 이스케이프 등)을 적용하여 악성
스크립트 실행을 방지하며, 부득이하게 HTML 코드를 사용해야 하는 경우 화이트리스트 방식을 적용해
허용된 HTML 코드만 처리하도록 설정",일반적인 경우 영향 없음,,,711,714,2026
WA-07,CF,크로스사이트 요청 위조(CSRF),Web Application(웹),Web Application(웹),상,웹 애플리케이션 내 사용자의 인증 세션을 악용하여 의도하지 않은 위조 요청 가능 여부 점검,"사용자가 인증된 세션을 가진 상태에서 공격자가 의도한 위조 요청이 전송‧처리되지 않도록 하여
비정상적인 상태 변경을 방지하기 위함","CSRF 취약점이 존재할 경우, 공격자는 사용자가 로그인된 세션을 악용하여 인증정보 없이도 위조된
요청을 전송할 수 있음. 이로 인해 사용자의 의도와 무관하게 비밀번호 변경, 계좌 이체, 게시글 삭제,
개인정보 수정 등 권한 있는 사용자가 수행할 수 있는 행위가 공격자에 의해 실행될 수 있음","※ CSRF(Cross Site Request Forgery): 사용자가 자신의 의지와 무관하게 공격자가 의도한
행위(수정, 삭제, 등록 등)를 특정 웹사이트에 요청하게 하는 공격 유형으로, 사용자의 인증된 세션을
악용하여 비인가된 행위 수행 가능
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 방화벽","중요한 요청(비밀번호 변경, 송금 등)에 대해 CSRF 방어 토큰이 적용되어 있으며, 토큰 검증이 정상적으로 수행되는 경우","중요한 요청에 대해 CSRF 토큰이 없거나, 토큰 검증을 수행하지 않아 인증된 사용자의 요청 위조가 가능한 경우","중요한 요청에는 CSRF 방어 토큰을 포함하고, 서버 측에서 해당 토큰의 유효성을 검증하도록 설정하며,
Referer/Origin 헤더 검증 및 SameSite 쿠키 옵션을 활용하여 불필요한 외부 도메인 요청이
차단되도록 구성",일반적인 경우 영향 없음,,,715,718,2026
WA-08,SF,서버사이드 요청 위조(SSRF),Web Application(웹),Web Application(웹),상,"입력값을 통해 외부에서 직접적인 접근이 제한된 내부 서버 자원에 접근하여 악의적인 요청을
처리하거나 중요 정보의 유출 여부 점검","입력값 검증을 통해 내부 서버 자원에 대한 비인가 접근을 차단하여 중요 정보(개인정보, 금융 정보 등)
탈취, 데이터 변조, 임의 명령 실행 등 악의적인 행위를 방지하기 위함","서버 간 통신 시 입력값에 대한 검증이 미흡할 경우, 외부에서 접근이 제한된 내부 서버 자원에 대한 정보
수집, 중요 정보(개인정보, 금융 정보, 인사 정보 등) 탈취, 임의 명령 실행, 클라우드 환경 내 메타데이터
수집을 통한 네트워크 인프라 장악이 가능함",※ 소스코드 및 취약점 점검 필요,"웹 애플리케이션 소스코드, 웹 애플리케이션 서버, 웹 방화벽, API 서버","외부 입력값이 화이트리스트 방식으로 검증되어, 허용된 URL 또는 IP 범위 내에서만 처리될 경우",외부 입력값이 검증이 이루어지지 않고 처리되어 허용되지 않는 자원에 임의적인 접근 및 요청이 가능한 경우,"입력값 검증 및 화이트리스트를 적용하여 허용된 URL과 IP주소만 접근 가능하도록 설정하며,
네트워크를 분리하여 내부 자원에 대한 비인가 접근을 차단",일반적인 경우 영향 없음,,,719,725,2026
WA-09,BF,약한 비밀번호 정책,Web Application(웹),Web Application(웹),상,"웹 애플리케이션 내 로그인 폼 등 비밀번호를 설정하는 단계에서 약한 강도의 문자열 사용 여부를
점검하고, 비밀번호 복잡성 요구사항(최소 길이, 대문자 및 소문자, 숫자 및 특수문자 포함 등)을 준수
여부 점검","유추 가능한 취약한 문자열(이름, 생년월일 등)이나 낮은 복잡성의 비밀번호 사용을 제한하여 계정 및
비밀번호 추측 공격을 방지하기 위함","해당 취약점이 존재할 경우, 유추가 용이한 계정 및 비밀번호 사용으로 인해 사용자 권한 탈취 위험이
있으며, 이를 방지하기 위해 비밀번호의 적절성 및 복잡성을 검증하는 로직을 구현해야 함","※ 약한 비밀번호 정책 취약점: 웹 사이트에서 취약한 비밀번호로 회원가입이 가능할 경우, 공격자는
비밀번호를 추측하거나 주변 정보를 수집하여 작성한 사전 파일을 이용하여 사용자 계정의 탈취가
가능한 취약점
※ 소스코드 및 취약점 점검 필요",웹 애플리케이션 소스코드,관리자 및 사용자 계정의 비밀번호가 유추하기 어려운 값으로 설정되어 있거나 높은 복잡성의 비밀번호 정책이 설정되어 있는 경우,관리자 및 사용자 계정의 비밀번호가 유추하기 쉬운 값으로 설정되어 있거나 낮은 복잡성의 비밀번호 정책이 설정되어 있는 경우,"높은 복잡성의 비밀번호 설정 기준을 확립하며, 계정 및 비밀번호의 체크 로직 추가 구현",일반적인 경우 영향 없음,,,726,728,2026
WA-10,IA,불충분한 인증 절차,Web Application(웹),Web Application(웹),상,중요 페이지 접근 시 추가 인증 절차 존재 여부 및 인증 로직 우회 여부 점검,"중요 페이지 접근 시 추가 인증 절차를 도입하고, 서버 사이드에서 인증 여부를 검증하여 불필요한 정보
노출 및 변조를 차단하기 위함","중요 페이지 및 인증 로직(개인정보 수정, 본인인증, OTP 인증 등)에 대한 인증 절차가 미흡할 경우 무단
접근으로 인해 중요 정보가 유출되거나 변조될 가능성이 있으므로, 해당 구간에는 추가적인 인증 절차를
서버 사이드 방식으로 구현 및 검증",※ 소스코드 및 취약점 점검 필요,웹 애플리케이션 소스코드,"중요 정보 페이지 접근 시 추가 인증 절차가 존재하며, 인증 로직이 서버 사이드에서 구현되어 우회가 불가능한 경우","중요 정보 페이지 접근 시 추가 인증 절차가 존재하지 않거나, 인증 로직 우회가 가능하여 비인가자가 접근 가능할 경우","중요 페이지에 대한 추가 인증 절차를 도입하고, 서버 사이드에서 인증 여부를 검증하는 로직 구현",일반적인 경우 영향 없음,,,729,732,2026
WA-11,IN,불충분한 권한 검증,Web Application(웹),Web Application(웹),상,타 사용자의 권한을 탈취하여 민감한 데이터 접근 및 수정 가능 여부 점검,사용자 검증 로직을 서버 사이드에서 구현하여 비인가자로부터 악의적인 접근을 차단하기 위함,"패킷 변조, 클라이언트 측 로직 변조 등을 포함한 사용자 식별이 가능한 시퀀스 등의 데이터 변조를 통해
타 사용자의 권한을 탈취할 경우, 개인정보 유출 및 데이터 조작이 가능하므로 서버 사이드에서 권한
검증 로직을 구현해야 함",※ 소스코드 및 취약점 점검 필요,웹 애플리케이션 소스코드,"중요 페이지에 사용자 검증 로직이 구현되어 있어, 타 사용자의 권한 탈취가 제한된 경우","중요 페이지에 사용자 검증 로직이 미흡하여, 타 사용자의 권한 탈취가 가능한 경우",접근 제어가 필요한 모든 페이지에 서버 사이드 방식 사용자 권한 검증 로직 구현,일반적인 경우 영향 없음,,,733,734,2026
WA-12,PR,취약한 비밀번호 복구 절차,Web Application(웹),Web Application(웹),상,"비밀번호 복구 기능 사용 시, 단순 정보(이름, 사번, 아이디 등)만을 활용하거나 SMS나 이메일 인증 시
발급되는 임시 비밀번호가 동일하거나 유추 가능 여부 점검","비밀번호 복구 로직을 유추하기 어렵게 구현하고, 인증된 사용자 메일이나 SMS에서만 복구 비밀번호를
확인할 수 있도록 하여 비인가자가 사용자 비밀번호를 획득 및 변경하지 못하도록 방지하기 위함","취약한 비밀번호 복구 로직(비밀번호 찾기 등)으로 인하여 공격자가 불법적으로 다른 사용자의
비밀번호를 획득, 변경할 수 있음",※ 소스코드 및 취약점 점검 필요,웹 애플리케이션 소스코드,"비밀번호 재설정 시 난수를 이용하여, 인증된 사용자 메일이나 SMS로 임시 비밀번호 또는 비밀번호 재설정을 위한 링크가 전송될 경우",비밀번호 재설정 시 일정 패턴으로 재설정되고 웹 사이트 화면에 바로 출력될 경우,"비밀번호 복구 로직을 강화하고, 인증된 사용자 메일이나 SMS에서만 재설정된 비밀번호를 확인할 수
있도록 하여 비인가자가 비밀번호를 획득하지 못하도록 조치",일반적인 경우 영향 없음,,,735,738,2026
WA-13,PV,프로세스 검증 누락,Web Application(웹),Web Application(웹),상,서비스 제공에 필요한 사용자 입력 및 실행단계의 흐름에 대한 검증의 적절성 여부 점검,"서버 사이드에서 적절한 검증을 통해 비정상적인 입력 및 프로세스 흐름으로 허용되지 않은 웹
애플리케이션 내 발생할 수 있는 논리적 오류를 차단하기 위함","웹 애플리케이션 내 프로세스 또는 기능에 대한 접근 제어 및 검증이 미흡할 경우, 비정상적인 논리
오류를 유발하여, 중요 페이지에 대한 URL 직접 접근, 가격 변조 등의 다양한 행위가 가능하며 서비스
제공에 불이익이 발생할 수 있음",※ 소스코드 및 취약점 점검 필요,웹 애플리케이션 소스코드,"프로세스에 대한 검증이 존재하며, 악의적인 행위(URL 직접 접근, Javascript 로직 변조 등)를 통하여 논리 오류가 발생하지 않는 경우","프로세스에 대한 검증이 미흡하여, 논리 오류를 통한 의도된 기능이 왜곡되거나 보안 취약점이 노출되는 경우",프로세스 검증이 필요한 경우 각 프로세스에 대한 체크 로직 구현,일반적인 경우 영향 없음,,,739,743,2026
WA-14,FU,악성 파일 업로드,Web Application(웹),Web Application(웹),상,웹 애플리케이션 내 업로드 기능 이용 시 악성 파일의 업로드 및 실행 가능 여부 점검,"업로드되는 파일의 확장자에 대한 적절성을 검증하는 로직을 구현하여 악성 파일(Server Side Script,
exe, dll, bat 등)의 업로드를 방지하고, 서버에 저장된 파일 경로를 유추하여 해당 파일의 실행을
제한하기 위함","해당 취약점이 존재할 경우, 공격자는 악성 파일을 서버에 업로드 및 실행하여 시스템 관리자 권한을
획득하거나 인접 서버에 대한 침입을 시도할 수 있음","※ Server Side Script: 웹에서 사용되는 스크립트 언어 중 서버 측에서 실행되는 스크립트
※ 악성 콘텐츠: Flash 파일이나 dll, bat, exe 실행 파일 등 악성코드가 포함될 수 있는 콘텐츠
※ 기반시설 특성상 원칙적으로 업로드 기능을 제한해야 하나, 부득이하게 사용해야 하는 경우 특정
사용자만 허용된 확장자의 콘텐츠 파일을 업로드할 수 있도록 구현
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 애플리케이션 서버, 웹 방화벽",업로드되는 파일에 대한 확장자 검증이 이루어지는 경우,업로드되는 파일에 대한 확장자 검증이 이루어지지 않고 업로드 경로 접근 시 정상적으로 실행이 가능한 경우,업로드되는 파일에 대한 확장자 검증 및 실행 권한 제거,일반적인 경우 영향 없음,,,744,752,2026
WA-15,FD,파일 다운로드,Web Application(웹),Web Application(웹),상,웹 사이트에서 허용된 경로 외 다른 경로의 파일 접근 및 다운로드 가능 여부 점검,"허용된 경로 외 다른 경로의 비인가된 접근을 방지하여, 공격자가 임의의 경로에 존재하는 파일을
열람하거나 다운로드하는 것을 차단하기 위함","Ÿ 해당 취약점이 존재할 경우, 공격자는 파일 다운로드 시 애플리케이션의 파라미터 값을 조작하여 웹
사이트의 중요한 파일(DB 커넥션 파일, 애플리케이션 파일 등) 또는 웹 애플리케이션 서버 루트에
있는 중요한 설정 파일(/etc/passwd, /etc/shadow 등)을 다운로드할 수 있음
Ÿ CGI, JSP, PHP 등 파일 다운로드 기능을 제공하는 애플리케이션에서 입력 경로를 검증하지 않는
경우, 공격자는 임의의 문자(../.. 등)나 주요 파일명을 입력하여 웹 애플리케이션 서버의 홈
디렉터리를 벗어나 임의의 위치에 있는 파일을 열람하거나 다운로드할 수 있음","※ 경로 추적: 웹 서버와 웹 애플리케이션의 파일 또는 디렉터리에 대한 접근이 적절히 통제되지 않아,
중요한 파일과 데이터에 비인가된 접근을 허용하는 취약점
※ 소스코드 및 취약점 점검 필요","웹 애플리케이션 소스코드, 웹 애플리케이션 서버, 웹 방화벽","입력값이 검증되어 허용된 경로와 파일만 접근 가능하고, 경로 조작 및 임의 시스템 파일 다운로드가 불가능하며, 다운로드 디렉터리 외의 접근과 상위 디렉터리 접근이 차단된 경우",입력값이 검증없이 처리되어 임의의 경로로 접근이 가능하거나 비인가된 파일을 다운로드할 수 있는 경우,"다운로드 시 허용된 경로 이외의 디렉터리와 파일에 접근할 수 없도록 구현하고, 서버 사이드에서 ../..와
같은 경로 이동 관련 문자열에 대해 입력값 검증을 수행하여 비인가된 접근을 차단함",일반적인 경우 영향 없음,,,753,758,2026
